Server_ID,Data_Center,Purchase_Date,Decommission_Date,OS,RAM_GB,CPU_Cores,Storage_GB,Availability,Failure_Rate
SRV-916,New York,2015-11-26,2022-08-12,Red Hat,71,46,1132,52.46,3.88
SRV-917,Atlanta,2021-02-23,2025-03-19,Windows Server,199,39,4951,50.49,0.88
SRV-918,New York,2015-10-18,2021-02-24,CentOS,45,34,2097,62.8,2.56
SRV-919,New York,2018-08-28,2022-10-22,Ubuntu,89,53,3574,94.81,0.92
SRV-920,Chicago,2021-09-26,2028-07-03,Windows Server,109,49,3246,95.6,0.87
SRV-921,Chicago,2015-01-11,2021-08-06,CentOS,192,43,1845,84.77,3.0
SRV-922,Chicago,2016-08-31,2023-02-28,Linux,231,32,1500,81.99,0.92
SRV-923,Atlanta,2018-08-14,2022-10-12,Linux,183,34,1391,58.24,4.45
SRV-924,Dallas,2021-12-25,2027-11-16,Linux,165,39,1524,91.22,2.62
SRV-925,Atlanta,2020-06-18,2026-09-01,CentOS,79,13,4990,81.82,2.16
SRV-926,Atlanta,2016-08-14,2020-03-17,Red Hat,78,14,2171,78.88,1.14
SRV-927,Dallas,2015-11-12,2019-12-11,CentOS,49,63,600,63.78,3.46
SRV-928,San Francisco,2017-02-17,2020-09-16,CentOS,171,35,1140,93.29,0.69
SRV-929,New York,2019-07-10,2023-07-24,CentOS,160,32,4254,53.61,2.98
SRV-930,Chicago,2019-07-22,2023-05-17,Red Hat,57,18,4186,61.21,0.37
SRV-931,New York,2020-11-12,2027-07-29,Linux,190,17,849,63.72,0.8
SRV-932,Dallas,2020-09-19,2024-01-10,Red Hat,71,39,2962,87.75,2.75
SRV-933,Chicago,2017-07-29,2023-10-14,CentOS,253,28,1701,60.94,4.66
SRV-934,Atlanta,2016-04-24,2021-09-21,Ubuntu,237,22,4527,61.86,0.11
SRV-935,Dallas,2017-10-09,2023-09-08,Windows Server,44,28,3265,59.32,0.18
SRV-936,San Francisco,2015-04-02,2021-07-12,Red Hat,31,22,608,53.56,2.14
SRV-937,New York,2020-07-07,2024-08-03,Red Hat,199,40,4269,94.56,1.3
SRV-938,New York,2018-05-21,2023-12-19,Linux,103,14,2605,55.85,3.64
SRV-939,New York,2021-02-21,2025-03-23,CentOS,48,45,534,97.12,0.35
SRV-940,Atlanta,2015-03-20,2019-04-24,CentOS,211,28,2780,92.69,3.13
SRV-941,New York,2017-10-28,2021-08-18,Ubuntu,144,8,3709,50.93,1.24
SRV-942,Chicago,2016-09-21,2022-09-13,CentOS,50,23,809,68.56,0.84
SRV-943,Chicago,2021-09-11,2024-09-30,Ubuntu,245,20,4216,96.47,3.21
SRV-944,New York,2020-09-17,2024-09-23,CentOS,169,46,546,52.23,3.45
SRV-945,Dallas,2018-01-27,2024-10-24,Windows Server,140,42,2110,90.04,1.96
SRV-946,Atlanta,2020-10-17,2025-04-21,Ubuntu,145,41,4388,63.82,2.06
SRV-947,Dallas,2019-04-04,2023-11-05,Windows Server,68,63,4370,69.26,1.52
SRV-948,New York,2019-06-08,2023-03-15,Red Hat,39,39,3237,66.5,0.51
SRV-949,New York,2018-11-08,2024-07-03,Windows Server,243,5,3766,77.1,2.42
SRV-950,Dallas,2017-09-09,2022-09-11,CentOS,145,7,837,99.09,4.86
SRV-951,Atlanta,2017-12-27,2024-04-28,Linux,61,47,1810,99.59,4.46
SRV-952,New York,2016-09-10,2020-08-26,Red Hat,149,64,653,53.35,4.17
SRV-953,Atlanta,2021-09-23,2027-04-22,Windows Server,157,55,1493,76.4,4.11
SRV-954,Atlanta,2020-10-29,2024-06-24,CentOS,93,26,2722,55.55,4.93
SRV-955,San Francisco,2018-05-31,2023-12-24,CentOS,38,40,1772,95.79,3.68
SRV-956,Atlanta,2015-07-25,2022-05-07,Windows Server,58,39,2810,86.25,3.97
SRV-957,New York,2020-04-11,2023-06-13,Red Hat,244,16,4002,78.51,1.67
SRV-958,Chicago,2017-12-12,2022-07-15,CentOS,87,43,3789,80.55,3.82
SRV-959,Dallas,2020-02-14,2026-11-30,Ubuntu,193,50,4059,89.87,2.13
SRV-960,San Francisco,2019-05-02,2026-03-20,Red Hat,218,41,764,55.01,2.05
SRV-961,New York,2020-01-28,2026-09-02,Ubuntu,193,59,1951,59.19,1.3
SRV-962,Chicago,2018-07-15,2024-08-09,Windows Server,150,20,2793,64.08,2.98
SRV-963,Atlanta,2021-03-08,2028-01-19,Linux,24,7,4483,97.22,4.44
SRV-964,Chicago,2017-03-08,2021-02-01,Ubuntu,29,28,1400,62.63,3.2
SRV-965,Dallas,2015-03-14,2021-11-16,Windows Server,169,25,3674,65.44,3.58
SRV-966,Dallas,2017-10-11,2021-06-13,Linux,67,41,714,66.69,1.72
SRV-967,San Francisco,2018-02-19,2023-10-12,Linux,150,47,2901,67.35,1.04
SRV-968,San Francisco,2019-11-13,2023-09-12,Red Hat,249,44,2011,76.94,1.89
SRV-969,San Francisco,2016-05-03,2019-07-14,CentOS,58,21,2106,66.0,2.75
SRV-970,New York,2018-01-21,2024-11-16,Windows Server,206,32,4048,53.61,4.41
SRV-971,Chicago,2018-07-25,2022-11-05,Red Hat,201,46,765,78.6,1.86
SRV-972,Dallas,2019-03-14,2024-09-15,Windows Server,66,33,3516,69.49,4.59
SRV-973,Chicago,2019-09-17,2023-12-26,Red Hat,110,12,3998,97.25,0.9
SRV-974,New York,2017-01-29,2020-05-10,CentOS,228,21,4345,92.61,3.9
SRV-975,Chicago,2018-10-06,2024-08-23,Ubuntu,144,30,739,60.69,0.58
SRV-976,Chicago,2016-03-17,2023-03-01,Ubuntu,194,13,873,76.86,0.42
SRV-977,New York,2015-08-06,2021-07-29,Red Hat,153,38,4972,96.53,1.24
SRV-978,San Francisco,2019-12-16,2024-08-15,Linux,159,58,874,90.55,1.26
SRV-979,New York,2015-05-23,2019-12-17,Linux,240,27,3221,94.07,1.68
SRV-980,New York,2018-11-27,2024-06-07,Red Hat,138,31,4197,88.0,2.88
SRV-981,Atlanta,2021-09-16,2027-10-23,Windows Server,236,61,2364,98.06,2.2
SRV-982,New York,2018-02-06,2022-01-26,Windows Server,169,64,1727,64.34,0.07
SRV-983,Chicago,2018-08-14,2023-07-24,Ubuntu,29,17,3454,54.04,4.89
SRV-984,San Francisco,2017-07-28,2022-03-06,CentOS,165,10,2703,90.55,3.67
SRV-985,New York,2015-09-11,2019-04-30,Red Hat,35,60,2987,88.07,4.65
SRV-986,Atlanta,2021-06-17,2028-06-10,Ubuntu,17,38,3854,58.47,2.13
SRV-987,Dallas,2015-05-29,2019-08-18,Red Hat,108,17,3999,75.76,4.94
SRV-988,San Francisco,2021-01-28,2026-04-09,Ubuntu,43,53,3320,54.7,4.71
SRV-989,Atlanta,2019-06-22,2022-09-06,Red Hat,232,42,2491,60.86,4.09
SRV-990,Atlanta,2020-03-04,2023-11-19,Windows Server,139,16,1062,57.0,1.92
SRV-991,San Francisco,2019-05-15,2022-07-02,Red Hat,73,32,1195,54.5,1.4
SRV-992,Dallas,2020-10-26,2027-08-06,CentOS,210,59,3537,53.63,1.93
SRV-993,Chicago,2018-01-13,2023-01-01,Linux,237,38,4292,65.75,1.74
SRV-994,Atlanta,2015-05-06,2021-05-03,Windows Server,255,15,3965,86.63,3.55
SRV-995,New York,2021-05-01,2028-04-08,Windows Server,96,22,1956,71.71,1.07
SRV-996,Chicago,2021-12-22,2027-05-29,Windows Server,98,41,4603,67.0,3.83
SRV-997,Chicago,2016-12-07,2023-07-11,Windows Server,230,43,1910,52.8,0.49
SRV-998,Dallas,2017-07-19,2023-11-05,Ubuntu,28,31,3046,77.15,1.94
SRV-999,New York,2015-07-20,2020-09-30,Linux,231,10,3978,85.12,1.46
SRV-1000,New York,2018-01-20,2023-04-06,Linux,31,30,2029,53.97,0.63
